,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
1163,Saudi Arabia,Asia,"Sanabil, Saudi National Bank",https://www.crunchbase.com/organization/tamara,https://images.crunchbase.com/image/upload/t_cb-default-original/alooi0pnk7czvm38cvaa,Tamara,$1B,$556M
1164,United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/vestwell,https://images.crunchbase.com/image/upload/t_cb-default-original/nwyapezjejrixyhf5utp,Vestwell,$1B,$238M
1165,China,Asia,Yingke Capital,https://www.crunchbase.com/organization/solarspace,https://images.crunchbase.com/image/upload/t_cb-default-original/c1n43un4qxnamft6eye6,SolarSpace,$1B,$412M
1166,Singapore,Asia,Prysm Capital,https://www.crunchbase.com/organization/silicon-box,https://images.crunchbase.com/image/upload/t_cb-default-original/7be4640b1b6d4c278ff086e4725af3d4,Silicon Box,$1B,$507M
1167,United States,North America,CPP Investments,https://www.crunchbase.com/organization/insitro,https://images.crunchbase.com/image/upload/t_cb-default-original/yc0faleqx9bjytjpxpmf,Insitro,$1B,$643M
1168,The Netherlands,Europe,Bill & Melinda Gates Foundation,https://www.crunchbase.com/organization/picnic-3,https://images.crunchbase.com/image/upload/t_cb-default-original/nzovr4d9eegjwv5zowvn,Picnic,$1B,$1B
1169,United States,North America,"Andreessen Horowitz, Daniel Gross",https://www.crunchbase.com/organization/elevenlabs,https://images.crunchbase.com/image/upload/t_cb-default-original/r7c8fqxppmjz2jllrqer,ElevenLabs,$1B,$101M
1170,India,Asia,Z47,https://www.crunchbase.com/organization/krutrim-si-designs,https://images.crunchbase.com/image/upload/t_cb-default-original/zlfok4gk5mgv5uhm9d9f,Krutrim,$1B,$50M
1171,The Netherlands,Europe,Index Ventures,https://www.crunchbase.com/organization/datasnipper,https://images.crunchbase.com/image/upload/t_cb-default-original/oi1wp6upvdiecczlywak,DataSnipper,$1B,$100M
1172,China,Asia,China Development Bank,https://www.crunchbase.com/organization/yuanxin-satellite,https://images.crunchbase.com/image/upload/t_cb-default-original/rpuy6pnsi3nt4ppw8ijw,Yuanxin Satellite,$1B,$944M
1173,United States,North America,General Catalyst,https://www.crunchbase.com/organization/bugcrowd,https://images.crunchbase.com/image/upload/t_cb-default-original/jz1h6m7qsin2gh9mnpqr,Bugcrowd,$1B,$181M
1174,United States,North America,Polychain,https://www.crunchbase.com/organization/polyhedra-network,https://images.crunchbase.com/image/upload/t_cb-default-original/fsdsdskaeudk741yjgsv,Polyhedra Network,$1B,$45M
1175,Uzbekistan,Asia,FinSight Ventures,https://www.crunchbase.com/organization/uzum,https://images.crunchbase.com/image/upload/t_cb-default-original/vnisnorsu1pfayr1tqsr,Uzum,$1B,$52M
1176,United Kingdom,Europe,,https://www.crunchbase.com/organization/intrabio,https://images.crunchbase.com/image/upload/t_cb-default-original/dfuimuf1ywiguqkmnb8i,IntraBio,$1B,$51M
1177,United States,North America,Hack VC,https://www.crunchbase.com/organization/revolution-w-sparkassets-a-s,https://images.crunchbase.com/image/upload/t_cb-default-original/vzj2hzwrvsmjofjfisvn,io.net,$1B,$30M
1178,Brazil,South America,General Atlantic,https://www.crunchbase.com/organization/qi-tech,https://images.crunchbase.com/image/upload/t_cb-default-original/pxa34oyowvjuz07bxzct,QI Tech,$1B,$261M
1179,United States,North America,"ARCH Venture Partners, Foresite Capital",https://www.crunchbase.com/organization/xaira-therapeutics,https://images.crunchbase.com/image/upload/t_cb-default-original/iyh5iqyc2selp3mytr3i,Xaira Therapeutics,$1B,$1B
1180,,,Kingsway Capital,https://www.crunchbase.com/organization/humanity-protocol,https://images.crunchbase.com/image/upload/t_cb-default-original/me8ia4uzyotqznrxrrx3,Humanity Protocol,$1B,$32M
1181,United States,North America,Paradigm,https://www.crunchbase.com/organization/farcaster,https://images.crunchbase.com/image/upload/t_cb-default-original/ma7zd8j9hfh1rccf0yr1,Farcaster,$1B,$180M
1182,United States,North America,OKX Ventures,https://www.crunchbase.com/organization/monad-f10f,https://images.crunchbase.com/image/upload/t_cb-default-original/li1gnsvyo4uwpns6xir1,Monad,$1B,$244M
1183,United States,North America,QBE Ventures,https://www.crunchbase.com/organization/snorkel-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/o5t8heznyoz0oeqvf6fw,Snorkel AI,$1B,$135M
1184,Israel,Asia,Evolution Equity Partners,https://www.crunchbase.com/organization/aquasecurity,https://images.crunchbase.com/image/upload/t_cb-default-original/i0ebbenv8slpayfllwdw,Aqua Security,$1B,$325M
1185,United Arab Emirates,Asia,Microsoft,https://www.crunchbase.com/organization/group-42,https://images.crunchbase.com/image/upload/t_cb-default-original/bwlmh8q8wi8v2ejhkrjw,G42,$1B,$2B
1186,Portugal,Europe,Conexo Ventures,https://www.crunchbase.com/organization/feedzai,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Feedzai,$1B,$277M
1187,United States,North America,Sixth Street,https://www.crunchbase.com/organization/snaplogic,https://images.crunchbase.com/image/upload/t_cb-default-original/ccjgbxft20cq9mizpevp,SnapLogic,$1B,$371M
1188,Israel,Asia,Tiger Global Management,https://www.crunchbase.com/organization/cheq,https://images.crunchbase.com/image/upload/t_cb-default-original/jgrfg2pnwcvabrngcprd,CHEQ,$1B,$182M
1189,United States,North America,Blackstone Group,https://www.crunchbase.com/organization/ample-6b70,https://images.crunchbase.com/image/upload/t_cb-default-original/b0roerx3hpxq9e5p7sqp,Ample,$1B,$276M
1190,Germany,Europe,Energy Impact Partners,https://www.crunchbase.com/organization/grover,https://images.crunchbase.com/image/upload/t_cb-default-original/phrth43juzkitjrfhevn,Grover,$1B,$283M
1191,United States,North America,Vista Equity Partners,https://www.crunchbase.com/organization/flashparking,https://images.crunchbase.com/image/upload/t_cb-default-original/nzaqzknoesaubfqjl2kl,FLASH,$1B,$319M
1192,India,Asia,Greenoaks,https://www.crunchbase.com/organization/hasura,https://images.crunchbase.com/image/upload/t_cb-default-original/tz8n7veonte8bd6kt3ny,Hasura,$1B,$137M
1193,India,Asia,Amansa Capital,https://www.crunchbase.com/organization/licious,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Licious,$1B,$490M
1194,United States,North America,Coatue,https://www.crunchbase.com/organization/mux-2,https://images.crunchbase.com/image/upload/t_cb-default-original/k1qvqh8v94wc3sjbzm3t,Mux,$1B,$174M
1195,Singapore,Asia,Peak3,https://www.crunchbase.com/organization/carro,https://images.crunchbase.com/image/upload/t_cb-default-original/xn3o8dvgkhaz3fgsc9mt,Carro,$1B,$595M
1196,United Kingdom,Europe,Dawn Capital,https://www.crunchbase.com/organization/90min,https://images.crunchbase.com/image/upload/t_cb-default-original/re9gmijlzgdkkcbl1vja,Minute Media,$1B,$260M
1197,India,Asia,Stride Ventures,https://www.crunchbase.com/organization/vedantu-innovations,https://images.crunchbase.com/image/upload/t_cb-default-original/iqybtuqe6e0hf2u0bagr,Vedantu,$1B,$292M
1198,Germany,Europe,Ontario Teachers' Pension Plan,https://www.crunchbase.com/organization/taxfix,https://images.crunchbase.com/image/upload/t_cb-default-original/gly5s4bud3lpujahsf9y,Taxfix,$1B,$330M
1199,United States,North America,Bregal Sagemount,https://www.crunchbase.com/organization/printful,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Printful,$1B,$130M
1200,Germany,Europe,Liberty City Ventures,https://www.crunchbase.com/organization/the-football-app,https://images.crunchbase.com/image/upload/t_cb-default-original/wslwg6fiiz5py4iz7hjf,OneFootball,$1B,$381M
1201,United States,North America,Dundon Capital Partners,https://www.crunchbase.com/organization/employerdirect-healthcare,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",EmployerDirect Healthcare,$1B,$1M
1202,United States,North America,Shining Capital,https://www.crunchbase.com/organization/justfabulous,https://images.crunchbase.com/image/upload/t_cb-default-original/kvnxr1eo66hybqzaqykk,TechStyle Fashion Group,$1B,$336M
1203,China,Asia,"Nanjing Economic Development Juzhi Technology Innovation Investment Partnership, ZGC Group",https://www.crunchbase.com/organization/mobvoi,https://images.crunchbase.com/image/upload/t_cb-default-original/klpl6awe2gzjxlt1wejq,Mobvoi,$1B,$264M
1204,China,Asia,Tiger Global Management,https://www.crunchbase.com/organization/moka-2,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Moka,$1B,$144M
1205,United Kingdom,Europe,Qatar Investment Authority,https://www.crunchbase.com/organization/builderai,https://images.crunchbase.com/image/upload/t_cb-default-original/iinnnbiuh9vorcnxolit,Builder.ai,$1B,$445M
1206,United States,North America,"Founders Fund, SoftBank Vision Fund",https://www.crunchbase.com/organization/goforward,https://images.crunchbase.com/image/upload/t_cb-default-original/d1npshmmyuljakn3bkeq,Forward,$1B,$300M
1207,China,Asia,West Fund,https://www.crunchbase.com/organization/zhaogang,https://images.crunchbase.com/image/upload/t_cb-default-original/lrtv3effsofqakcu5yl2,Zhaogang.com,$1B,$379M
1208,China,Asia,"Asia Investment Capital, GGV Capital",https://www.crunchbase.com/organization/megarobo,https://images.crunchbase.com/image/upload/t_cb-default-original/pijcl5eqveesrtzfp6pg,MegaRobo,$1B,$426M
1209,China,Asia,"China Mobile Innovation Industry Fund, SDIC Fund Management",https://www.crunchbase.com/organization/ninebot,https://images.crunchbase.com/image/upload/t_cb-default-original/daurbtm9kfjjhozw2q7c,Ninebot,$1B,$247M
1210,China,Asia,"Fidelity International, Goldman Sachs",https://www.crunchbase.com/organization/beisen,https://images.crunchbase.com/image/upload/t_cb-default-original/uc73evpr7fk0zu80kjpt,Beisen,$1B,$388M
1211,China,Asia,"5Y Capital, IDG Capital",https://www.crunchbase.com/organization/ht-aero,https://images.crunchbase.com/image/upload/t_cb-default-original/yvwbimelp2hmztmmm2up,HT Aero,$1B,$650M
1212,China,Asia,Sequoia Capital China,https://www.crunchbase.com/organization/parametrix-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/jl0szygmaixger2o9w3k,Parametrix.ai,$1B,$130M
1213,United States,North America,Bessemer Venture Partners,https://www.crunchbase.com/organization/shippo,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Shippo,$1B,$154M
1214,United States,North America,"Alphabet, Google",https://www.crunchbase.com/organization/verily-2,https://images.crunchbase.com/image/upload/t_cb-default-original/lhv74ngm7eurwakmepza,Verily,$1B,$4B
1215,China,Asia,YF Capital,https://www.crunchbase.com/organization/qiniu,https://images.crunchbase.com/image/upload/t_cb-default-original/v19mptrx3dvqembvfxil,Qiniu,$1B,$397M
1216,Germany,Europe,M&G Investments,https://www.crunchbase.com/organization/raisin-weltsparen,https://images.crunchbase.com/image/upload/t_cb-default-original/xqdobwnidbc56vzev1ot,Raisin,$1B,$271M
1217,India,Asia,Westbridge Capital,https://www.crunchbase.com/organization/leadsquared,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",LeadSquared,$1B,$188M
1218,United States,North America,Georgian,https://www.crunchbase.com/organization/triggermail,https://images.crunchbase.com/image/upload/t_cb-default-original/b2mxl3ucb8dzy8pf790y,Bluecore,$1B,$238M
1219,United States,North America,Silver Lake,https://www.crunchbase.com/organization/blend-systems,https://images.crunchbase.com/image/upload/t_cb-default-original/jj0g89rnv8ljl7ixalbc,Genies,$1B,$267M
1220,China,Asia,Didi,https://www.crunchbase.com/organization/qingju,,Qingju,$1B,$2B
1221,China,Asia,"Baidu, NIO Capital",https://www.crunchbase.com/organization/shouqi-limousine-chauffeur,https://images.crunchbase.com/image/upload/t_cb-default-original/ihgaylxmkq8b9auevkqh,Shouqi Limousine & Chauffeur,$1B,$140M
1222,United States,North America,D1 Capital Partners,https://www.crunchbase.com/organization/vulcanforms,https://images.crunchbase.com/image/upload/t_cb-default-original/kuyfme7e4hdczemrvdcx,VulcanForms,$1B,$355M
1223,United States,North America,Pantera Capital,https://www.crunchbase.com/organization/unstoppable-domains,https://images.crunchbase.com/image/upload/t_cb-default-original/ijljmqcmm44bejnq4hec,Unstoppable Domains,$1B,$72M
1224,United States,North America,JP Morgan,https://www.crunchbase.com/organization/sightline-payments,https://images.crunchbase.com/image/upload/t_cb-default-original/aqlbpdmoivwo4e1cpl2v,Sightline Payments,$1B,$347M
1225,Norway,Europe,Coatue,https://www.crunchbase.com/organization/dune-analytics,https://images.crunchbase.com/image/upload/t_cb-default-original/xoxsul62gejlntpcxxpa,Dune Analytics,$1B,$79M
1226,Hong Kong,Asia,DST Global,https://www.crunchbase.com/organization/poizon,https://images.crunchbase.com/image/upload/t_cb-default-original/yktht8z75jr3vk9c6gba,POIZON,$1B,$0
1227,United States,North America,Advent International,https://www.crunchbase.com/organization/assembly-b39c,https://images.crunchbase.com/image/upload/t_cb-default-original/rwiblsd9qdxe33qwqobb,assembly,$1B,$0
1228,United States,North America,PremjiInvest,https://www.crunchbase.com/organization/billiontoone,https://images.crunchbase.com/image/upload/t_cb-default-original/69dc3e8eebf4442f9545d832af02c06e,BillionToOne,$1B,$391M
1229,United States,North America,Flexpoint Ford,https://www.crunchbase.com/organization/create-music-group,https://images.crunchbase.com/image/upload/t_cb-default-original/yztcbhnlmqsjrsymxv5k,Create Music Group,$1B,$165M
1230,United States,North America,"General Catalyst, Khosla Ventures",https://www.crunchbase.com/organization/heracles-9b37,https://images.crunchbase.com/image/upload/t_cb-default-original/x7upkwnp0h48tsdl3dp9,Aven,$1B,$142M
1231,United Kingdom,Europe,AstraZeneca,https://www.crunchbase.com/organization/medopad,https://images.crunchbase.com/image/upload/t_cb-default-original/logyq2gvkmef95bjrm4p,Huma,$1B,$292M
1232,United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/saronic,https://images.crunchbase.com/image/upload/t_cb-default-original/exjcoyaqvsn9dqgpd8es,Saronic,$1B,$245M
1233,United States,North America,US Innovative Technology Fund,https://www.crunchbase.com/organization/altana-trade,https://images.crunchbase.com/image/upload/t_cb-default-original/g5lq0yaooibwkqol7viz,Altana,$1B,$322M
1234,United States,North America,Aliment Capital,https://www.crunchbase.com/organization/agrovision,https://images.crunchbase.com/image/upload/t_cb-default-original/cb1b0e476b294ea0a72ca93965c103f1,Agrovision,$1B,$108M
1235,United States,North America,,https://www.crunchbase.com/organization/cosm,https://images.crunchbase.com/image/upload/t_cb-default-original/34a079e3811a4e2fb90f626f3fd786dd,Cosm,$1B,$250M
1236,United States,North America,Sapphire Ventures,https://www.crunchbase.com/organization/meetelise,https://images.crunchbase.com/image/upload/t_cb-default-original/rmbpwo9zeqyc1xifk76a,EliseAI,$1B,$142M
1237,United States,North America,"Insight Partners, Sixth Street",https://www.crunchbase.com/organization/accellion,https://images.crunchbase.com/image/upload/t_cb-default-original/l2enili46owixe7otcfr,Kiteworks,$1B,$591M
1238,Canada,North America,Canada Growth Fund Investment Management,https://www.crunchbase.com/organization/svante,https://images.crunchbase.com/image/upload/t_cb-default-original/icgghiuxndqpnrscs4jr,Svante,$1B,$432M
1239,United States,North America,"Andreessen Horowitz, New Enterprise Associates",https://www.crunchbase.com/organization/world-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/7e39375157714ef1b7733d002ebb3017,World Labs,$1B,$230M
1240,United States,North America,"Berkeley Hills Capital, GTM Capital",https://www.crunchbase.com/organization/rentberry,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Rentberry,$1B,$124M
1241,United States,North America,"Capricorn Investment Group, Pulse Fund",https://www.crunchbase.com/organization/twelve-co,https://images.crunchbase.com/image/upload/t_cb-default-original/lnkwmtafs0p9fmzfbz4p,Twelve,$1B,$798M
1242,Chile,South America,Mitsui O.S.K. Lines,https://www.crunchbase.com/organization/hif-global,https://images.crunchbase.com/image/upload/t_cb-default-original/zzefmr0i5dlc7crlsix9,HIF Global,$1B,$480M
1243,United States,North America,TPG Rise Climate Fund,https://www.crunchbase.com/organization/palmetto,https://images.crunchbase.com/image/upload/t_cb-default-original/jihh1yzz9kdw3ssotzgr,Palmetto Clean Technology,$1B,$565M
1244,China,Asia,"China Internet Investment Fund, China Ministry of Finance",https://www.crunchbase.com/organization/unisound-beijing,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Unisound,$1B,$361M
1245,United States,North America,"Mubadala Capital Ventures, SoftBank",https://www.crunchbase.com/organization/reef-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/zwbmru0tqaxwaetzl85f,REEF,$1B,$2B
1246,United States,North America,Durable Capital Partners,https://www.crunchbase.com/organization/capsule-3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Capsule,$1B,$570M
1247,United States,North America,Insight Partners,https://www.crunchbase.com/organization/quantum-metric,https://images.crunchbase.com/image/upload/t_cb-default-original/z90agv2oycklmbxevcfs,Quantum Metric,$1B,$226M
1248,China,Asia,Eastern Bell Capital,https://www.crunchbase.com/organization/fxiaoke-com,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",FXiaoKe,$1B,$388M
1249,United States,North America,TTV Capital,https://www.crunchbase.com/organization/smartasset,https://images.crunchbase.com/image/upload/t_cb-default-original/r13yqcmdutw44dytiwxc,SmartAsset,$1B,$161M
1250,United States,North America,T. Rowe Price,https://www.crunchbase.com/organization/lookout,https://images.crunchbase.com/image/upload/t_cb-default-original/fqusv0otpnp7nye8meut,Lookout,$1B,$282M
1251,United States,North America,TPG Capital Asia,https://www.crunchbase.com/organization/fractal-analytics,https://images.crunchbase.com/image/upload/t_cb-default-original/oaykta8fdygi9osbxnxo,Fractal,$1B,$685M
1252,China,Asia,China CITIC Bank,https://www.crunchbase.com/organization/yongche,https://images.crunchbase.com/image/upload/t_cb-default-original/wefv0kkt1o5znup425gn,Yidao Yongche,$1B,$790M
1253,China,Asia,"Advantech Capital, YF Capital",https://www.crunchbase.com/organization/xiaozhu-com,https://images.crunchbase.com/image/upload/t_cb-default-original/ovjrxscizofywuq82i3l,Xiaozhu.com,$1B,$572M
1254,China,Asia,"E Fund Management Co.,LTD.",https://www.crunchbase.com/organization/qulian-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/ghouo1r7rfogkwcla63g,Hyperchain Technologies,$1B,$250M
1255,China,Asia,Yao Capital,https://www.crunchbase.com/organization/moviebook-co,https://images.crunchbase.com/image/upload/t_cb-default-original/w8hgd7ftiq3geimcxnjt,Moviebook,$1B,$302M
1256,Hong Kong,Asia,Bessemer Venture Partners,https://www.crunchbase.com/organization/klook,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",KLOOK,$1B,$932M
1257,United States,North America,"Addition, Intel Capital",https://www.crunchbase.com/organization/anyscale,https://images.crunchbase.com/image/upload/t_cb-default-original/torqy3b9rivdjychjqem,Anyscale,$1B,$259M
1258,China,Asia,Shandong Green Development Fund,https://www.crunchbase.com/organization/energy-chain,https://images.crunchbase.com/image/upload/t_cb-default-original/cxygksu57dhqlsrordsv,Newlink,$1B,$699M
1259,China,Asia,"Morgan Stanley Venture Partners, Nanshan Capital",https://www.crunchbase.com/organization/tenglong-holding-group,https://images.crunchbase.com/image/upload/t_cb-default-original/n0ety9cof4srzdurl0q3,Tenglong Holding Group,$1B,$4B
1260,China,Asia,"Chengwei Capital, Qiming Venture Partners",https://www.crunchbase.com/organization/apus,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",APUS Group,$1B,$116M
1261,China,Asia,"Gaw Capital Partners, Sequoia Capital China",https://www.crunchbase.com/organization/tencent-trusted-doctors,https://images.crunchbase.com/image/upload/t_cb-default-original/uhze1pnnhoqbmafv1ohp,Tencent Trusted Doctors,$1B,$255M
1262,United States,North America,Accomplice,https://www.crunchbase.com/organization/orchardhomes,https://images.crunchbase.com/image/upload/t_cb-default-original/vkdxiaslvfubg9qh5v9n,Orchard,$1B,$252M
1263,Germany,Europe,Qatar Investment Authority,https://www.crunchbase.com/organization/infarm,https://images.crunchbase.com/image/upload/t_cb-default-original/bdgk3evouwj0penv69nr,Infarm,$1B,$600M
1264,United States,North America,"Clearlake Capital Group, Motive Partners",https://www.crunchbase.com/organization/investcloud,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",InvestCloud,$1B,$54M
1265,Philippines,Asia,500 Global,https://www.crunchbase.com/organization/revolution-precrafted,https://images.crunchbase.com/image/upload/t_cb-default-original/x96nqhjzfuxx5fcbljgp,Revolution Precrafted,$1B,$15M
1266,Germany,Europe,Baillie Gifford,https://www.crunchbase.com/organization/sennder,https://images.crunchbase.com/image/upload/t_cb-default-original/ipuiyu5qmjjdn5i456mp,sennder,$1B,$340M
1267,China,Asia,Taikang Insurance Group,https://www.crunchbase.com/organization/womai-net,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Womai,$1B,$330M
1268,China,Asia,"Hillhouse Investment, Tencent",https://www.crunchbase.com/organization/haydon,https://images.crunchbase.com/image/upload/t_cb-default-original/nonx6sugixolbjuhdnhn,Haydon,$1B,$100M
1269,China,Asia,Suning.com,https://www.crunchbase.com/organization/lamabang,https://images.crunchbase.com/image/upload/t_cb-default-original/dvej9tfyzc50bd9vs10j,Lamabang,$1B,$130M
1270,Canada,North America,"Hyundai Motor Group, Samsung Catalyst Fund",https://www.crunchbase.com/organization/tenstorrent,https://images.crunchbase.com/image/upload/t_cb-default-original/irrnihv9tf8ttiabbrhu,Tenstorrent,$1B,$335M
1271,China,Asia,Haoteng Asia,https://www.crunchbase.com/organization/1kmxc,https://images.crunchbase.com/image/upload/t_cb-default-original/tq7plluaheqewd0bgwgf,1KMXC,$1B,$86M
1272,United States,North America,Ribbit Capital,https://www.crunchbase.com/organization/vise-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/c2nc1wj5hdvu1i2mqfkl,Vise,$1B,$128M
1273,United States,North America,Baker Hughes,https://www.crunchbase.com/organization/augury-systems,https://images.crunchbase.com/image/upload/t_cb-default-original/xsguxoxwqh8rd5tav9zv,Augury,$1B,$294M
1274,United States,North America,Curql,https://www.crunchbase.com/organization/amount-com,https://images.crunchbase.com/image/upload/t_cb-default-original/hkqwgvoy7m7xurqq1idi,Amount,$1B,$313M
1275,France,Europe,"Accel, Dragoneer Investment Group",https://www.crunchbase.com/organization/lydia,https://images.crunchbase.com/image/upload/t_cb-default-original/mul0pauelg40pbdhbhx9,Lydia,$1B,$260M
1276,China,Asia,GIC,https://www.crunchbase.com/organization/smartmi-international-limited,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",SmartMi International Limited,$1B,$50M
1277,China,Asia,Eight Roads Ventures,https://www.crunchbase.com/organization/wifi-skeleton-key,https://images.crunchbase.com/image/upload/t_cb-default-original/n44iqd9d8kaz4fydnwok,Wifi Skeleton Key,$1B,$52M
1278,Israel,Asia,K1 Investment Management,https://www.crunchbase.com/organization/pcysys,https://images.crunchbase.com/image/upload/t_cb-default-original/kbsjgvaqt4paavbotzkb,Pentera,$1B,$190M
1279,France,Europe,"Avenir, Eurazeo",https://www.crunchbase.com/organization/meero,https://images.crunchbase.com/image/upload/t_cb-default-original/a8shzwyr6rgzpcznezrr,Meero,$1B,$293M
1280,China,Asia,Crescent Group (Crescent Point),https://www.crunchbase.com/organization/huashenghaoche,https://images.crunchbase.com/image/upload/t_cb-default-original/lmitpqvtbnh4s5yyas8k,Huasheng Haoche,$1B,$450M
1281,France,Europe,SoftBank,https://www.crunchbase.com/organization/lunchr,https://images.crunchbase.com/image/upload/t_cb-default-original/xe8mbebwmcwcmcbdfjnj,Swile,$1B,$326M
1282,United States,North America,Sixth Street,https://www.crunchbase.com/organization/emplifi,https://images.crunchbase.com/image/upload/t_cb-default-original/qcqc48vfc7j7ejkfpjhi,Emplifi,$1B,$0
1283,Brazil,South America,"SOFTBANK Latin America Ventures, Tencent",https://www.crunchbase.com/organization/cargox-com-br,https://images.crunchbase.com/image/upload/t_cb-default-original/kbqeigkkmyln7arwxgyg,CargoX,$1B,$390M
1284,China,Asia,D1 Capital Partners,https://www.crunchbase.com/organization/xtransfer,https://images.crunchbase.com/image/upload/t_cb-default-original/f0yijngtfng0xsnqh3gl,XTransfer,$1B,$168M
1285,China,Asia,HOPU Investment Management Company,https://www.crunchbase.com/organization/lianshang-reading,https://images.crunchbase.com/image/upload/t_cb-default-original/cobktxu7dmlfjfgvy1wj,Lianshang Literature,$1B,$20M
1286,Canada,North America,"Arctos Sports Partners, Norwest Venture Partners",https://www.crunchbase.com/organization/geocomply,https://images.crunchbase.com/image/upload/t_cb-default-original/nh6kvevbupaqb8ejwh9s,GeoComply,$1B,$0
1287,United States,North America,Bain Capital,https://www.crunchbase.com/organization/carson-groupp,https://images.crunchbase.com/image/upload/t_cb-default-original/ewhdqixrxbn0um8jwpso,Carson Group,$1B,$0
1288,United States,North America,Advent International,https://www.crunchbase.com/organization/iodine-software,https://images.crunchbase.com/image/upload/t_cb-default-original/oafgdrph3wtbawynmkmo,Iodine Software,$1B,$0
1289,United States,North America,65 Equity Partners,https://www.crunchbase.com/organization/kendra-scott-design,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kendra Scott Design,$1B,$0
1290,Vietnam,Asia,CyberAgent Capital,https://www.crunchbase.com/organization/vng,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",VNG,$1B,$500K
1291,Indonesia,Asia,Gojek,https://www.crunchbase.com/organization/jd-id,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",JD.ID,$1B,$0
1292,Mexico,North America,BlackRock Private Equity Partners,https://www.crunchbase.com/organization/grupo-axo,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Grupo Axo,$1B,$0
1293,China,Asia,Hillhouse Investment,https://www.crunchbase.com/organization/xiaoice,https://images.crunchbase.com/image/upload/t_cb-default-original/w7diynbwuzbrvnehh08y,Xiaoice,$1B,$138M
1294,India,Asia,"Kinnevik, Tiger Global Management",https://www.crunchbase.com/organization/quikr-india,https://images.crunchbase.com/image/upload/t_cb-default-original/e4vdmeoq1eok33iyu8fq,Quikr,$1B,$334M
1295,United Kingdom,Europe,Teachers’ Venture Growth,https://www.crunchbase.com/organization/beamery,https://images.crunchbase.com/image/upload/t_cb-default-original/guhz1uyfqnmkjwj8lyhc,Beamery,$1B,$223M
1296,India,Asia,Abu Dhabi Investment Authority,https://www.crunchbase.com/organization/mobikwik,https://images.crunchbase.com/image/upload/t_cb-default-original/whka6jduemzyu5hi1evk,MobiKwik,$1B,$149M
1297,Spain,Europe,Atomico,https://www.crunchbase.com/organization/factorial,https://images.crunchbase.com/image/upload/t_cb-default-original/sad55rxhlbkuwsutuetv,Factorial,$1B,$220M
1298,India,Asia,IIFL Finance,https://www.crunchbase.com/organization/open-5,https://images.crunchbase.com/image/upload/t_cb-default-original/kgatwqoxne1lc0rxrtgf,Open Financial Technologies,$1B,$187M
1299,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/rapidapi,https://images.crunchbase.com/image/upload/t_cb-default-original/r1otclpsq54uempa8x4v,Rapid,$1B,$273M
